name,rating_n,searchterm,populartimes,coordinates,address,rating,id,types
Founder Bak Kut Teh Hotel Boss,66,"Founder Bak Kut Teh Hotel Boss 500 Jalan Sultan, Hotel Boss,#01-09, Singapore 199020","[{'data': [16, 15, 13, 13, 5, 0, 0, 0, 0, 16, 28, 40, 45, 40, 30, 20, 18, 30, 51, 73, 78, 60, 38, 23], 'name': 'Monday'}, {'data': [21, 23, 20, 11, 11, 0, 0, 0, 0, 11, 23, 38, 46, 43, 31, 20, 13, 18, 33, 53, 70, 75, 65, 45], 'name': 'Tuesday'}, {'data': [28, 23, 25, 21, 8, 0, 0, 0, 0, 11, 26, 43, 53, 50, 35, 23, 18, 26, 48, 71, 85, 76, 56, 38], 'name': 'Wednesday'}, {'data': [28, 21, 16, 13, 5, 0, 0, 0, 0, 6, 18, 36, 55, 60, 50, 33, 25, 31, 50, 66, 70, 56, 35, 21], 'name': 'Thursday'}, {'data': [16, 20, 18, 11, 13, 0, 0, 0, 0, 13, 31, 56, 75, 70, 48, 30, 23, 28, 43, 58, 68, 71, 66, 53], 'name': 'Friday'}, {'data': [43, 45, 46, 33, 13, 0, 0, 0, 0, 18, 35, 48, 53, 45, 33, 28, 35, 53, 78, 95, 98, 88, 73, 61], 'name': 'Saturday'}, {'data': [50, 40, 30, 20, 13, 0, 0, 0, 0, 25, 38, 56, 71, 75, 66, 51, 46, 58, 81, 100, 98, 75, 46, 26], 'name': 'Sunday'}]","{'lat': 1.3052894, 'lng': 103.8602339}","500 Jalan Sultan, Hotel Boss,#01-09, Singapore 199020",3.6,ChIJgzIo9rYZ2jERaDe6cmTaZeQ,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Pen & Inc,5,"Pen & Inc 76 Nanyang Drive, Blk N2.1 #01-01, Singapore 637331","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 77, 100, 83, 50, 33, 33, 38, 33, 27, 16, 5, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 55, 50, 44, 50, 33, 27, 44, 55, 50, 33, 16, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 72, 55, 38, 33, 33, 27, 27, 44, 55, 33, 5, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 77, 94, 72, 44, 50, 72, 88, 100, 94, 77, 50, 27], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 72, 94, 77, 44, 22, 27, 61, 83, 72, 33, 11, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Sunday'}]","{'lat': 1.34715, 'lng': 103.680099}","76 Nanyang Drive, Blk N2.1 #01-01, Singapore 637331",3.4,ChIJX34Q3AoP2jERK7FcndcHu-0,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Lean Bento,81,"Lean Bento 43 Holland Drive, #01-49, Singapore 270043","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 31, 59, 68, 51, 26, 19, 36, 61, 72, 56, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 45, 70, 75, 54, 29, 23, 41, 68, 70, 44, 0, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 47, 66, 66, 48, 27, 25, 40, 63, 69, 52, 0, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 55, 73, 68, 43, 18, 9, 25, 61, 81, 58, 0, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 62, 90, 93, 66, 34, 15, 30, 81, 87, 34, 0, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 51, 90, 100, 81, 61, 43, 26, 0, 0, 0, 0, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 45, 75, 94, 94, 72, 43, 19, 0, 0, 0, 0, 0, 0], 'name': 'Sunday'}]","{'lat': 1.307263, 'lng': 103.793086}","43 Holland Drive, #01-49, Singapore 270043",4.4,ChIJjw9D8UEa2jERIdlQl-a68HQ,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Curry Magic,42,"Curry Magic 15-1 Jalan Riang, Singapore 358987","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18, 40, 22, 0, 0, 4, 22, 50, 54, 27, 13, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 9, 4, 0, 0, 13, 27, 40, 50, 50, 13, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 36, 72, 0, 0, 13, 31, 63, 81, 59, 22, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 63, 100, 86, 0, 0, 4, 9, 27, 36, 22, 4, 0], 'name': 'Sunday'}]","{'lat': 1.3475095, 'lng': 103.8675109}","15-1 Jalan Riang, Singapore 358987",4.4,ChIJ1WPyfQoX2jERuPoFIAc4Q9E,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Hifumi Japanese Restaurant,29,"Hifumi Japanese Restaurant 6 Raffles Boulevard, #02-106A, Marina Square, Singapore 039594","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 45, 35, 3, 0, 0, 3, 16, 25, 19, 6, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 32, 41, 32, 0, 0, 19, 58, 100, 90, 41, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 16, 29, 32, 32, 38, 70, 100, 77, 32, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 29, 54, 51, 25, 9, 9, 22, 32, 35, 22, 0, 0], 'name': 'Sunday'}]","{'lat': 1.291961, 'lng': 103.856703}","6 Raffles Boulevard, #02-106A, Marina Square, Singapore 039594",3.1,ChIJ4YW3nKgZ2jER9GtCyOpDehg,"['restaurant', 'food', 'point_of_interest', 'establishment']"
The RED Noodle & Bottle Bar,9,"The RED Noodle & Bottle Bar 1 Fusionopolis Pl, Singapore 138522","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 43, 30, 9, 4, 9, 17, 24, 28, 27, 22, 15, 8], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 34, 33, 17, 6, 8, 18, 37, 61, 79, 83, 79, 79], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 30, 38, 24, 9, 8, 13, 20, 26, 27, 22, 15, 8], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 38, 43, 22, 6, 6, 16, 35, 59, 76, 82, 86, 85], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 35, 33, 17, 6, 6, 17, 39, 65, 85, 97, 100, 85], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 13, 20, 26, 30, 34, 39], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Sunday'}]","{'lat': 1.299383, 'lng': 103.7882365}","1 Fusionopolis Pl, Singapore 138522",3.4,ChIJ03rYaUUa2jERJczwh2XoHpo,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Habib Family Restaurant Bukit Batok,70,"Habib Family Restaurant Bukit Batok 374 Bukit Batok Street 31, HDB Bukit Batok, Singapore 650374","[{'data': [0, 0, 0, 0, 0, 0, 0, 5, 22, 16, 5, 0, 5, 16, 22, 27, 27, 22, 16, 27, 50, 55, 27, 5], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 5, 11, 16, 22, 22, 22, 16, 11, 11, 27, 50, 44, 38, 55, 55, 33, 11], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16, 27, 27, 22, 11, 0, 5, 27, 50, 44, 44, 61, 50, 22], 'name': 'Wednesday'}, {'data': [5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 5, 11, 22, 38, 50, 55, 55, 44, 44, 72, 55], 'name': 'Thursday'}, {'data': [16, 0, 0, 0, 0, 0, 0, 5, 5, 5, 11, 11, 11, 11, 11, 5, 5, 16, 66, 77, 66, 88, 100, 77], 'name': 'Friday'}, {'data': [44, 0, 0, 0, 0, 0, 0, 11, 22, 33, 33, 27, 27, 33, 33, 27, 22, 22, 27, 44, 55, 61, 55, 38], 'name': 'Saturday'}, {'data': [22, 0, 0, 0, 0, 0, 0, 5, 11, 22, 33, 44, 50, 50, 50, 38, 27, 22, 22, 50, 88, 83, 44, 11], 'name': 'Sunday'}]","{'lat': 1.3581629, 'lng': 103.7507487}","374 Bukit Batok Street 31, HDB Bukit Batok, Singapore 650374",3.9,ChIJ2XAPSDYQ2jEROm78Hw5Pgos,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Bangkok Street Mookata - Bedok,7,"Bangkok Street Mookata - Bedok 88 Bedok North Street 4, Singapore 460088","[{'data': [35, 35, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 19, 35, 51, 61, 54], 'name': 'Monday'}, {'data': [41, 25, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 38, 64, 70, 48, 29], 'name': 'Tuesday'}, {'data': [22, 22, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 41, 64, 51, 38, 41, 41], 'name': 'Wednesday'}, {'data': [38, 25, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 32, 61, 74, 61, 48, 38], 'name': 'Thursday'}, {'data': [25, 16, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 32, 54, 77, 90, 87, 70], 'name': 'Friday'}, {'data': [45, 25, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 45, 74, 93, 100, 87, 67], 'name': 'Saturday'}, {'data': [48, 32, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 48, 90, 96, 61, 29, 25], 'name': 'Sunday'}]","{'lat': 1.3330781, 'lng': 103.9389672}","88 Bedok North Street 4, Singapore 460088",3.9,ChIJsRQRyzc92jERH3RAWuTBP-g,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Al-Azhar Eating Restaurant,208,"Al-Azhar Eating Restaurant Blk 201D Tampines Street 21 #01-1105, Singapore 524201","[{'data': [48, 31, 18, 10, 5, 5, 11, 17, 19, 15, 14, 22, 35, 42, 38, 28, 23, 27, 39, 55, 69, 77, 75, 64], 'name': 'Monday'}, {'data': [49, 32, 19, 10, 9, 7, 7, 9, 13, 17, 21, 25, 26, 27, 26, 25, 27, 31, 40, 52, 65, 73, 75, 68], 'name': 'Tuesday'}, {'data': [56, 41, 27, 16, 5, 3, 6, 17, 16, 10, 14, 25, 36, 39, 34, 27, 24, 31, 45, 63, 79, 88, 87, 75], 'name': 'Wednesday'}, {'data': [58, 39, 23, 12, 8, 6, 7, 9, 12, 15, 19, 22, 24, 26, 27, 28, 31, 36, 45, 57, 70, 78, 78, 70], 'name': 'Thursday'}, {'data': [55, 38, 23, 13, 12, 9, 9, 10, 12, 14, 17, 19, 21, 23, 24, 25, 28, 33, 43, 58, 76, 92, 100, 93], 'name': 'Friday'}, {'data': [76, 54, 34, 20, 12, 8, 10, 15, 22, 30, 36, 40, 42, 43, 42, 40, 37, 38, 45, 58, 75, 89, 96, 91], 'name': 'Saturday'}, {'data': [76, 56, 37, 21, 7, 7, 11, 18, 27, 37, 46, 52, 55, 54, 51, 48, 49, 55, 67, 80, 89, 91, 83, 67], 'name': 'Sunday'}]","{'lat': 1.3520833, 'lng': 103.9539715}","Blk 201D Tampines Street 21 #01-1105, Singapore 524201",4,ChIJHbygchs92jERFr6fS_3tC-w,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Koh Grill & Sushi Bar,72,"Koh Grill & Sushi Bar 435 Orchard Road, #04-21 Wisma Atria Shopping Centre, Singapore 238877","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 0, 2, 8, 2, 8, 20, 31, 31, 22, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 20, 8, 11, 8, 2, 11, 51, 71, 22, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 14, 5, 0, 0, 11, 37, 65, 54, 22, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14, 11, 5, 5, 8, 11, 25, 74, 100, 51, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 20, 25, 17, 5, 5, 20, 51, 80, 71, 37, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 20, 31, 31, 22, 17, 22, 37, 45, 40, 22, 0, 0], 'name': 'Sunday'}]","{'lat': 1.303773, 'lng': 103.8330022}","435 Orchard Road, #04-21 Wisma Atria Shopping Centre, Singapore 238877",3.9,ChIJq6WVB5IZ2jERmuyacxt1_4E,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Chilli Api Café,1,"Chilli Api Café 45 Science Park Road, #01-05/06 Sparkle, Singapore 117407","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 12, 11, 15, 65, 100, 46, 6, 2, 19, 0, 0, 0, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 11, 13, 9, 33, 72, 68, 27, 22, 17, 0, 0, 0, 0, 0, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 26, 14, 5, 31, 66, 43, 17, 18, 12, 0, 0, 0, 0, 0, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 10, 16, 5, 12, 75, 90, 25, 20, 8, 0, 0, 0, 0, 0, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 16, 14, 9, 30, 58, 27, 14, 13, 5, 0, 0, 0, 0, 0, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Sunday'}]","{'lat': 1.2878364, 'lng': 103.7827639}","45 Science Park Road, #01-05/06 Sparkle, Singapore 117407",5,ChIJoUZI7Kwb2jERw4TYc9FCwWY,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Haji Kadir Food Chains Pte Ltd,38,"Haji Kadir Food Chains Pte Ltd 820 Tampines Street 81, Singapore 520820","[{'data': [56, 40, 28, 19, 9, 5, 5, 7, 10, 13, 17, 19, 21, 23, 23, 23, 23, 23, 27, 37, 53, 71, 82, 81], 'name': 'Monday'}, {'data': [69, 50, 31, 17, 14, 7, 5, 6, 9, 13, 19, 22, 23, 23, 20, 18, 20, 34, 55, 65, 71, 81, 89, 88], 'name': 'Tuesday'}, {'data': [78, 61, 43, 26, 10, 6, 7, 9, 12, 14, 15, 15, 15, 15, 15, 17, 20, 28, 40, 57, 77, 92, 96, 89], 'name': 'Wednesday'}, {'data': [72, 52, 32, 19, 10, 6, 6, 9, 13, 18, 23, 27, 28, 27, 25, 23, 25, 31, 44, 60, 77, 88, 90, 81], 'name': 'Thursday'}, {'data': [67, 47, 30, 17, 15, 9, 9, 11, 14, 18, 21, 23, 25, 26, 26, 26, 27, 31, 38, 47, 57, 71, 87, 100], 'name': 'Friday'}, {'data': [98, 80, 54, 30, 13, 5, 4, 10, 22, 39, 47, 43, 30, 23, 23, 31, 40, 50, 57, 63, 69, 75, 81, 85], 'name': 'Saturday'}, {'data': [80, 67, 46, 27, 14, 14, 19, 25, 31, 36, 38, 38, 35, 31, 29, 30, 37, 48, 62, 75, 84, 87, 81, 70], 'name': 'Sunday'}]","{'lat': 1.3474994, 'lng': 103.9358927}","820 Tampines Street 81, Singapore 520820",4.1,ChIJT2wIFms92jERZqD3LMMIlEE,"['restaurant', 'food', 'point_of_interest', 'establishment']"
McDonald’s Toa Payoh HDB Center,112,"McDonald’s Toa Payoh HDB Center 490 Lorong 6 Toa Payoh, #01-11, HDB HUB, Singapore 310490","[{'data': [0, 0, 0, 0, 0, 0, 12, 34, 42, 31, 25, 34, 46, 55, 56, 52, 49, 50, 55, 61, 60, 52, 38, 22], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 2, 22, 45, 52, 43, 44, 55, 63, 59, 49, 42, 46, 59, 72, 76, 68, 50, 29], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 7, 14, 23, 34, 45, 54, 60, 61, 58, 53, 50, 52, 61, 73, 79, 72, 53, 31], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 2, 21, 40, 41, 37, 47, 61, 68, 65, 57, 53, 58, 70, 81, 81, 70, 50, 29], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 4, 34, 69, 67, 45, 49, 65, 65, 50, 38, 45, 65, 87, 100, 97, 80, 56, 32], 'name': 'Friday'}, {'data': [14, 0, 0, 0, 0, 0, 5, 15, 28, 43, 57, 65, 68, 68, 65, 66, 69, 72, 71, 68, 66, 65, 55, 35], 'name': 'Saturday'}, {'data': [13, 0, 0, 0, 0, 0, 0, 10, 26, 47, 66, 75, 76, 75, 80, 91, 99, 99, 87, 72, 66, 71, 63, 32], 'name': 'Sunday'}]","{'lat': 1.3325896, 'lng': 103.8481317}","490 Lorong 6 Toa Payoh, #01-11, HDB HUB, Singapore 310490",4,ChIJNxgTJGcX2jERknmwhIA08gY,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Knuckles Bistro,28,"Knuckles Bistro 212 Hougang Street 21 #01-33, Singapore 530212","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 30, 45, 50, 42, 25, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 35, 62, 74, 59, 32, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 20, 30, 59, 67, 40, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 50, 100, 83, 64, 27, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 45, 59, 59, 45, 27, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 45, 57, 54, 37, 18, 0], 'name': 'Sunday'}]","{'lat': 1.3594594, 'lng': 103.8882559}","212 Hougang Street 21 #01-33, Singapore 530212",4.1,ChIJxTxULLQX2jERwG5iib-vAYI,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
New Everest Kitchen,36,"New Everest Kitchen 55 Chander Road, Singapore 219550","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 17, 6, 0, 0, 0, 1, 6, 21, 24, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 24, 17, 0, 0, 0, 4, 24, 53, 58, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 13, 9, 0, 0, 0, 15, 31, 35, 23, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 12, 12, 6, 0, 0, 0, 13, 25, 29, 21, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 14, 14, 8, 0, 0, 0, 10, 37, 71, 75, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 15, 15, 0, 0, 0, 3, 32, 75, 52, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 76, 93, 100, 98, 96, 98, 100, 92, 71, 46, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3087176, 'lng': 103.8516786}","55 Chander Road, Singapore 219550",4,ChIJnwW4RscZ2jERftWaVECvxcY,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Guan Chee Hong Kong Roasted Duck,9,"Guan Chee Hong Kong Roasted Duck 106 Hougang Ave 1, Singapore 530106","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 17, 31, 43, 48, 44, 31, 18, 13, 27, 46, 39, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 24, 25, 58, 50, 20, 17, 25, 34, 37, 37, 32, 0, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 13, 36, 100, 22, 22, 20, 18, 17, 27, 50, 51, 0, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 13, 17, 15, 37, 62, 53, 22, 8, 18, 43, 65, 63, 39, 0, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 10, 5, 8, 29, 58, 65, 43, 22, 18, 25, 32, 32, 22, 0, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 5, 15, 24, 31, 34, 36, 29, 17, 15, 27, 44, 53, 43, 0, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 12, 27, 34, 29, 25, 31, 34, 31, 34, 50, 70, 70, 48, 0, 0, 0], 'name': 'Sunday'}]","{'lat': 1.353777, 'lng': 103.890572}","106 Hougang Ave 1, Singapore 530106",3.8,ChIJ1TVHBLgX2jERJyOKf3QJg6M,"['restaurant', 'food', 'point_of_interest', 'establishment']"
T Bob's Corner,28,"T Bob's Corner 527 Bedok North St 3 #01-514, Singapore 460527","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 14, 18, 18, 14, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 13, 11, 4, 2, 6, 15, 24, 24, 16, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 7, 4, 6, 15, 30, 42, 39, 26, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18, 13, 2, 2, 8, 17, 28, 31, 25, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 9, 26, 49, 65, 55, 31, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 16, 19, 22, 34, 59, 90, 100, 76, 39, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 15, 24, 28, 27, 28, 37, 49, 51, 39, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3340423, 'lng': 103.928382}","527 Bedok North St 3 #01-514, Singapore 460527",4,ChIJ-S-io0892jERIKzRZca1klo,"['restaurant', 'food', 'point_of_interest', 'establishment']"
